Serving HTTP on 0.0.0.0 port 8000 ...
Traceback (most recent call last):
  File "/usr/lib/python2.7/runpy.py", line 162, in _run_module_as_main
    "__main__", fname, loader, pkg_name)
  File "/usr/lib/python2.7/runpy.py", line 72, in _run_code
    exec code in run_globals
  File "/usr/lib/python2.7/SimpleHTTPServer.py", line 220, in <module>
    test()
  File "/usr/lib/python2.7/SimpleHTTPServer.py", line 216, in test
    BaseHTTPServer.test(HandlerClass, ServerClass)
  File "/usr/lib/python2.7/BaseHTTPServer.py", line 599, in test
    httpd.serve_forever()
  File "/usr/lib/python2.7/SocketServer.py", line 225, in serve_forever
    r, w, e = select.select([self], [], [], poll_interval)
KeyboardInterrupt
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:05:50] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:05:50] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:05:50] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:05:50] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:05:50] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:05:50] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:05:50] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:05:51] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:05:51] "GET /favicon.ico HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:05:51] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:08:42] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:08:42] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:08:42] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:08:42] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:08:42] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:08:42] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:08:42] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:08:43] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:08:43] "GET /favicon.ico HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:08:43] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:09:44] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:09:44] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:09:44] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:09:44] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:09:44] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:09:44] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:09:44] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:09:44] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:09:45] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:23:05] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:23:06] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:23:06] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:23:06] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:23:06] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:23:06] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:23:06] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:23:06] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:23:06] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:27] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:27] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:27] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:28] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:28] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:28] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:28] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:28] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:28] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:54] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:55] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:55] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:55] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:55] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:55] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:55] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:55] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:24:55] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:26:06] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:26:06] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:26:06] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:26:06] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:26:06] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:26:06] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:26:06] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:26:06] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:26:07] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:12] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:12] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:12] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:12] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:12] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:12] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:12] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:13] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:13] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:24] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:25] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:25] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:25] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:25] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:25] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:25] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:25] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:27:25] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:29:39] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:29:39] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:29:39] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:29:39] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:29:39] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:29:39] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:29:39] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:29:40] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:29:40] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:07] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:07] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:07] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:08] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:08] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:08] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:08] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:08] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:09] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:23] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:24] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:24] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:24] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:24] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:24] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:24] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:24] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:30:25] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:45] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:45] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:45] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:45] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:45] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:45] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:45] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:46] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:46] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:49] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:49] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:49] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:49] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:49] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:49] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:49] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:50] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:31:50] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:55] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:56] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:56] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:56] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:56] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:56] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:56] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:56] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:56] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:57] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:57] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:57] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:57] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:57] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:57] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:57] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:58] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:58] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:32:59] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:33:00] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:33:00] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:33:01] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:33:01] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:33:01] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:33:01] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:33:01] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:33:01] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:38:50] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:38:50] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:38:50] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:38:50] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:38:50] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:38:50] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:38:50] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:38:51] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:38:51] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:00] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:00] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:00] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:00] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:00] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:01] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:01] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:01] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:01] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:51] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:51] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:51] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:51] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:40:51] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:16] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:16] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:16] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:16] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:16] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:16] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:16] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:17] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:17] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:47] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:41:48] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:36] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:36] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:36] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:36] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:36] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:37] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:37] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:37] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:37] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:58] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:59] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:59] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:59] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:59] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:59] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:59] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:59] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:42:59] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:03] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:03] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:03] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:23] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:23] "GET /styles/main.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:23] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:23] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:23] "GET /scripts/filters.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:23] "GET /scripts/controllers/session.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:23] "GET /scripts/app.js HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:24] "GET /views/main.html HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:24] "GET /fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:52] "GET / HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:53] "GET /styles/bootstrap.css HTTP/1.1" 200 -
ip-192-168-237-1.ec2.internal - - [08/Sep/2013 03:43:53] "GET /scripts/controllers/main.js HTTP/1.1" 200 -
